Year,Species,Population,Region,Conservation Status,Gender Ratio,Habitat Area(km²),Primary Threat,Mortality Rate(%/year),Breeding Pairs,Average Lifespan,Human Settlements(count within 10km)
1913,One-horned Rhinoceros,3468,Tamil Nadu,Endangered,107.09,45584.64,Poaching,5.01,1273,40,6
1913,Red Panda,5068,Sikkim,Critically Endangered,107.91,43876.03,Climate Change,12.99,1942,10,22
1913,Red Panda,1800,Kerala,Vulnerable,90.57,38813.3,Climate Change,11.81,532,10,3
1913,Red Panda,10845,Karnataka,Vulnerable,119.52,45744.15,Poaching,6.5,3000,10,18
1913,Red Panda,8216,Sikkim,Critically Endangered,92.12,37859.52,Habitat Loss,10.24,1862,10,49
1913,Red Panda,3942,Assam,Critically Endangered,85.95,22223.53,Habitat Loss,3.86,1203,10,7
1913,Red Panda,920,West Bengal,Critically Endangered,91.68,24945.51,Disease,8.84,245,10,42
1913,Red Panda,2388,Madhya Pradesh,Critically Endangered,98.47,21177.93,Human Conflict,3.73,882,10,10
1913,Red Panda,1848,Karnataka,Vulnerable,106.54,46255.93,Human Conflict,8.23,474,10,50
1913,Red Panda,7071,Uttarakhand,Endangered,81.84,31256.49,Climate Change,9.56,1620,10,23
1913,Red Panda,8543,Madhya Pradesh,Critically Endangered,91.04,49514.22,Habitat Loss,8.85,2689,10,27
1913,Red Panda,9130,Assam,Endangered,84.94,36638.87,Poaching,11.76,1952,10,17
1913,Red Panda,6857,Maharashtra,Vulnerable,94.77,24584.97,Human Conflict,11.68,1734,10,44
1913,Red Panda,1274,Karnataka,Vulnerable,81.23,39917.13,Climate Change,4.44,390,10,12
1913,Red Panda,7937,Madhya Pradesh,Critically Endangered,94.85,3839.93,Poaching,6.39,2833,10,17
1913,Red Panda,14013,Karnataka,Vulnerable,110.74,41560.04,Climate Change,2.29,5521,10,21
1913,Red Panda,2471,Madhya Pradesh,Critically Endangered,96.01,15074.43,Climate Change,10.02,778,10,15
1913,Red Panda,3770,Madhya Pradesh,Critically Endangered,81.7,35926.47,Human Conflict,9.7,1429,10,10
1913,Red Panda,14204,Assam,Critically Endangered,109.49,20997.71,Disease,7.82,3673,10,25
1913,Red Panda,9171,Uttarakhand,Critically Endangered,106.96,9724.95,Poaching,3.89,2412,10,29
1913,Snow Leopard,1213,Gujarat,Critically Endangered,98.46,16281.76,Disease,8.12,317,18,8
1913,Snow Leopard,1018,Maharashtra,Vulnerable,115.9,47853.26,Human Conflict,7.01,340,18,5
1913,Snow Leopard,2167,Gujarat,Vulnerable,82.13,41548.73,Disease,9.53,486,18,32
1913,Snow Leopard,1320,Assam,Critically Endangered,94.76,45229.57,Habitat Loss,13.67,465,18,22
1913,Snow Leopard,2796,Karnataka,Vulnerable,113.15,7397.61,Disease,14.71,938,18,48
1913,Snow Leopard,501,Gujarat,Vulnerable,116.29,1885.26,Disease,10.22,111,18,15
1913,Snow Leopard,1771,Tamil Nadu,Endangered,85.66,22734.57,Poaching,12.81,520,18,18
1913,Snow Leopard,1447,West Bengal,Vulnerable,105.74,22746.2,Disease,13,511,18,24
1913,Snow Leopard,2276,Madhya Pradesh,Vulnerable,104.85,38094.43,Climate Change,3.32,676,18,16
1913,Snow Leopard,333,Tamil Nadu,Critically Endangered,90.78,11095.03,Poaching,4.78,82,18,14
1913,Snow Leopard,2872,Sikkim,Vulnerable,99.25,11061.69,Human Conflict,11.88,1009,18,45
1913,Snow Leopard,257,Kerala,Critically Endangered,100.24,5939.69,Disease,14.5,84,18,42
1914,Asiatic Lion,2299,Kerala,Critically Endangered,103.41,32658.42,Habitat Loss,8.05,587,21,13
1914,Bengal Tiger,48,Assam,Critically Endangered,105.24,47926.82,Climate Change,2.37,14,22,2
1914,Bengal Tiger,2505,Kerala,Endangered,104.7,7709.38,Disease,5.08,751,22,26
1914,Bengal Tiger,1165,Karnataka,Endangered,90.1,40739.52,Human Conflict,3.62,456,22,3
1914,Bengal Tiger,1253,Uttarakhand,Vulnerable,85.44,25412.94,Habitat Loss,13.86,436,22,27
1914,Bengal Tiger,2541,Gujarat,Vulnerable,92.11,14885.46,Human Conflict,5.16,821,22,43
1914,Bengal Tiger,2320,West Bengal,Endangered,80.95,4383.98,Disease,7.46,748,22,6
1914,Bengal Tiger,490,Maharashtra,Vulnerable,113.82,3899.14,Disease,10.88,186,22,21
1914,Bengal Tiger,2238,Assam,Endangered,85.58,1641.72,Habitat Loss,7.62,812,22,6
1914,Bengal Tiger,1806,Gujarat,Critically Endangered,100.42,20404.89,Poaching,2.08,657,22,12
1914,Bengal Tiger,1842,Maharashtra,Critically Endangered,95.68,20080.59,Habitat Loss,11.22,570,22,7
1914,Bengal Tiger,489,Gujarat,Endangered,87.66,36985.94,Disease,9.22,164,22,22
1914,Bengal Tiger,866,Tamil Nadu,Critically Endangered,99.73,34820.39,Disease,14.77,329,22,17
1914,Blackbuck,13526,Assam,Vulnerable,82.71,36192.51,Human Conflict,10.22,4760,14,16
1914,Blackbuck,1439,Madhya Pradesh,Critically Endangered,114.74,29725.59,Poaching,2.08,380,14,25
1914,Blackbuck,4600,Madhya Pradesh,Vulnerable,109.17,40280.75,Poaching,9.05,1576,14,42
1914,Blackbuck,6405,Madhya Pradesh,Critically Endangered,103.12,34745.88,Human Conflict,6.04,2271,14,17
1914,Blackbuck,12066,Maharashtra,Vulnerable,93.37,49144.05,Climate Change,5.54,3167,14,8
1914,Blackbuck,4373,Sikkim,Critically Endangered,107.11,8259.01,Habitat Loss,10.55,1731,14,9
1914,Blackbuck,1173,Madhya Pradesh,Vulnerable,92.15,43196.62,Disease,3.41,363,14,10
1914,Blackbuck,8604,Madhya Pradesh,Vulnerable,82.2,41253.69,Disease,4.07,2384,14,1
1914,Blackbuck,3663,Kerala,Critically Endangered,104.4,20039.73,Habitat Loss,2.06,733,14,11
1914,Indian Elephant,7443,Sikkim,Endangered,118.91,22441.21,Human Conflict,9.64,1573,65,2
1914,Indian Elephant,1536,Uttarakhand,Endangered,113.92,23606.51,Habitat Loss,5.13,414,65,23
1914,Indian Elephant,6584,Kerala,Endangered,91.96,7527.18,Climate Change,7.06,1848,65,17
1914,Indian Elephant,2910,Karnataka,Critically Endangered,80.09,28386.83,Habitat Loss,14.44,1067,65,18
1914,Indian Elephant,1123,West Bengal,Vulnerable,91.63,26207.63,Human Conflict,3.07,348,65,48
1914,Indian Elephant,4951,Gujarat,Critically Endangered,105.54,16847.75,Habitat Loss,3.06,1173,65,10
1914,Indian Elephant,3956,Maharashtra,Critically Endangered,89.2,33459.83,Human Conflict,11.16,1146,65,10
1914,Indian Elephant,2610,Gujarat,Vulnerable,112.58,16854.1,Human Conflict,11.74,913,65,22
1914,Indian Elephant,6567,Kerala,Endangered,115.03,10438.43,Climate Change,12.34,1465,65,30
1914,Indian Elephant,4121,Maharashtra,Endangered,88.19,29883.59,Poaching,13.99,941,65,22
1914,Indian Elephant,1190,Assam,Critically Endangered,119.66,39367.37,Habitat Loss,13.21,326,65,35
1914,Indian Gaur,7387,Maharashtra,Vulnerable,110.03,49402.66,Human Conflict,4.65,1778,22,41
1914,Indian Gaur,9819,Maharashtra,Critically Endangered,107.84,44757.94,Human Conflict,13.41,2667,22,26
1914,Indian Gaur,4810,West Bengal,Critically Endangered,98.56,27816.79,Habitat Loss,5.91,1721,22,26
1914,Indian Gaur,5198,Uttarakhand,Vulnerable,93.21,35650.8,Disease,13.56,1115,22,23
1914,Indian Gaur,11965,Kerala,Vulnerable,94.61,46106.64,Poaching,14.57,2433,22,2
1914,Indian Gaur,12630,Sikkim,Critically Endangered,103.34,6067.99,Human Conflict,11.53,4382,22,30
1914,Indian Gaur,2574,Kerala,Critically Endangered,97.1,39950.56,Climate Change,10.74,568,22,16
1914,Indian Gaur,4873,Assam,Critically Endangered,105.91,19611.52,Habitat Loss,6.57,1857,22,50
1914,Indian Gaur,12715,Kerala,Vulnerable,98.38,34647.59,Human Conflict,9.16,4965,22,5
1914,Indian Gaur,4765,Madhya Pradesh,Critically Endangered,107.27,27320.92,Habitat Loss,12.5,1005,22,41
1914,Indian Leopard,13889,Assam,Vulnerable,111.87,26845.69,Human Conflict,12.8,4116,15,35
1914,Indian Leopard,11042,Karnataka,Critically Endangered,82.59,8027.74,Disease,10.41,3890,15,50
1914,Indian Leopard,9760,Gujarat,Vulnerable,112.11,31575.47,Habitat Loss,6.98,2828,15,32
1914,Indian Leopard,13702,Tamil Nadu,Critically Endangered,85.16,35608.18,Disease,6.38,3907,15,22
1914,Indian Leopard,11029,Assam,Vulnerable,103.27,12964.29,Disease,9.26,3913,15,6
1914,Indian Leopard,6371,Maharashtra,Endangered,80.93,34973.2,Poaching,8.51,2254,15,6
1914,Indian Leopard,2140,Tamil Nadu,Critically Endangered,110.54,3058.92,Climate Change,8.17,763,15,4
1914,Indian Leopard,8304,Gujarat,Vulnerable,95.62,4083.3,Poaching,4.96,2176,15,46
1914,Indian Rhinoceros,3720,Karnataka,Critically Endangered,90.79,12162.45,Climate Change,10.43,1359,40,10
1914,Indian Rhinoceros,5587,Uttarakhand,Vulnerable,87.99,32697.14,Disease,10.52,2088,40,21
1914,Indian Rhinoceros,1596,Gujarat,Vulnerable,115.23,5366.3,Human Conflict,13.61,459,40,9
1914,Indian Rhinoceros,2587,Uttarakhand,Critically Endangered,116.17,15251.26,Climate Change,5.68,780,40,10
1914,Indian Rhinoceros,4552,Kerala,Endangered,119.62,43137.32,Habitat Loss,9.22,1177,40,45
1914,Indian Rhinoceros,7436,Tamil Nadu,Vulnerable,90.31,10881.72,Habitat Loss,2.46,2736,40,50
1914,Indian Rhinoceros,2112,Karnataka,Endangered,107.83,40053.15,Climate Change,4.12,626,40,7
1914,Indian Rhinoceros,3139,Tamil Nadu,Vulnerable,110.17,43275.91,Human Conflict,13.78,1063,40,46
1914,Indian Rhinoceros,4338,Kerala,Vulnerable,89.54,12141.16,Habitat Loss,14.73,1555,40,21
1914,Indian Rhinoceros,6573,Tamil Nadu,Endangered,85.8,8100.03,Human Conflict,4.73,1415,40,42
1914,One-horned Rhinoceros,6987,Maharashtra,Vulnerable,80.29,8386.27,Human Conflict,6.77,1420,40,42
1914,One-horned Rhinoceros,217,Uttarakhand,Critically Endangered,91.04,34632.72,Poaching,2.43,55,40,15
1914,One-horned Rhinoceros,4584,Karnataka,Vulnerable,92.49,12376.47,Poaching,6.12,1591,40,46
1914,One-horned Rhinoceros,1324,Kerala,Critically Endangered,85.16,17990.73,Disease,3.83,507,40,47
1914,One-horned Rhinoceros,4744,Sikkim,Vulnerable,101.05,46074.51,Human Conflict,14.42,1645,40,35
1914,One-horned Rhinoceros,820,Gujarat,Vulnerable,81.38,4519.22,Human Conflict,10.51,248,40,17
1914,One-horned Rhinoceros,615,Tamil Nadu,Vulnerable,95.87,40975.99,Habitat Loss,14.43,216,40,37
1914,One-horned Rhinoceros,6842,West Bengal,Critically Endangered,116.02,13801.57,Climate Change,5.71,1723,40,35
1914,One-horned Rhinoceros,3393,Uttarakhand,Vulnerable,95.01,31840.26,Habitat Loss,9.87,709,40,10
1914,One-horned Rhinoceros,4901,Kerala,Vulnerable,107.26,45273.83,Habitat Loss,11.12,1425,40,14
1914,One-horned Rhinoceros,2102,Tamil Nadu,Critically Endangered,110.3,17606.75,Poaching,13.92,806,40,22
1914,One-horned Rhinoceros,4729,Gujarat,Vulnerable,106.55,45123.73,Human Conflict,7.5,1675,40,13
1914,Red Panda,11336,Karnataka,Critically Endangered,87.22,23934.07,Climate Change,8.11,3730,10,35
1914,Red Panda,6053,West Bengal,Endangered,106.83,22065.86,Habitat Loss,12.19,1989,10,50
1914,Red Panda,8378,Karnataka,Vulnerable,115.2,35122.56,Disease,14.29,2053,10,7
1914,Red Panda,9870,Madhya Pradesh,Endangered,88.99,31231.13,Poaching,3.01,2314,10,5
1914,Red Panda,717,Sikkim,Endangered,84.39,40269.79,Habitat Loss,7.49,201,10,47
1914,Red Panda,13240,Assam,Critically Endangered,118.39,45684.65,Climate Change,2.67,3079,10,19
1914,Red Panda,13690,West Bengal,Endangered,115.5,1369.19,Human Conflict,4.47,5189,10,16
1914,Snow Leopard,760,Tamil Nadu,Endangered,98.5,17873.23,Disease,4.25,184,18,28
1914,Snow Leopard,866,Assam,Vulnerable,117.04,35270.07,Habitat Loss,9.78,193,18,28
1914,Snow Leopard,2503,Madhya Pradesh,Endangered,110.85,36258.85,Poaching,10.86,627,18,41
1914,Snow Leopard,1888,West Bengal,Critically Endangered,108.06,32044.61,Climate Change,8.88,658,18,1
1914,Snow Leopard,736,Uttarakhand,Endangered,88.47,15524.05,Disease,7.74,189,18,25
1914,Snow Leopard,1775,Tamil Nadu,Vulnerable,99.78,4396.47,Poaching,13.78,690,18,48
1914,Snow Leopard,1788,Karnataka,Vulnerable,117.62,24299.14,Disease,4.5,443,18,21
1914,Snow Leopard,485,Karnataka,Critically Endangered,105.17,42029.99,Habitat Loss,12.71,187,18,37
1914,Snow Leopard,1868,Sikkim,Critically Endangered,89.61,10209.75,Disease,2.15,523,18,29
1914,Snow Leopard,1865,Gujarat,Endangered,104.61,1930.53,Poaching,9.04,603,18,39
1914,Snow Leopard,2145,Tamil Nadu,Endangered,102.42,22883.42,Disease,7.25,705,18,18
1914,Snow Leopard,417,Karnataka,Critically Endangered,119.14,27267.97,Disease,9.51,150,18,31
1915,Asiatic Lion,502,Uttarakhand,Endangered,110.13,15178.95,Disease,14.33,167,21,25
1915,Asiatic Lion,870,Sikkim,Endangered,108.8,38529.73,Human Conflict,3.55,180,21,30
1915,Asiatic Lion,1209,Tamil Nadu,Vulnerable,107.42,32966.77,Poaching,12.81,437,21,26
1915,Asiatic Lion,366,Uttarakhand,Endangered,97.28,33134.66,Human Conflict,4.06,131,21,44
1915,Asiatic Lion,2452,Tamil Nadu,Vulnerable,108,29697.39,Climate Change,5.33,528,21,5
1915,Asiatic Lion,2666,Tamil Nadu,Endangered,90.16,2293.24,Disease,11.9,802,21,4
1915,Asiatic Lion,2784,Maharashtra,Vulnerable,119.29,10951.34,Climate Change,12.19,1044,21,17
1915,Bengal Tiger,1882,Uttarakhand,Endangered,111.09,30865.43,Habitat Loss,14.61,391,22,42
1915,Bengal Tiger,1653,Karnataka,Critically Endangered,116.63,31512.73,Poaching,10.79,625,22,41
1915,Bengal Tiger,1723,West Bengal,Vulnerable,80.18,16753.75,Climate Change,8.93,681,22,35
1915,Bengal Tiger,1575,Assam,Endangered,107.03,32932.8,Habitat Loss,8.59,588,22,0
1915,Bengal Tiger,738,Gujarat,Vulnerable,110.08,4855.18,Poaching,9.58,206,22,18
1915,Bengal Tiger,774,Gujarat,Critically Endangered,112.01,35481.05,Poaching,8.28,233,22,22
1915,Bengal Tiger,2016,Karnataka,Vulnerable,106.6,24056.56,Disease,3.88,495,22,50
1915,Blackbuck,5406,Maharashtra,Endangered,101.45,21180.1,Disease,14.24,1093,14,33
1915,Blackbuck,595,West Bengal,Critically Endangered,85.38,32909.17,Human Conflict,10.42,143,14,14
1915,Blackbuck,13000,Tamil Nadu,Critically Endangered,88.96,38041.71,Habitat Loss,5.18,3059,14,35
1915,Blackbuck,10488,Tamil Nadu,Endangered,103.85,28718.79,Human Conflict,12.44,2210,14,22
1915,Blackbuck,6130,Gujarat,Critically Endangered,87.89,30343.82,Poaching,12.96,2181,14,26
1915,Blackbuck,11673,Uttarakhand,Vulnerable,108.42,31326.47,Climate Change,14.26,2742,14,31
1915,Blackbuck,3041,Gujarat,Critically Endangered,93.74,42517.68,Poaching,2.25,711,14,31
1915,Blackbuck,759,Sikkim,Critically Endangered,111.02,8153.69,Human Conflict,7.63,292,14,34
1915,Blackbuck,1358,Maharashtra,Endangered,97.58,18790.71,Disease,11.18,437,14,6
1915,Blackbuck,13033,Assam,Vulnerable,94.93,47550.66,Climate Change,11.32,3946,14,41
1915,Blackbuck,6538,Uttarakhand,Critically Endangered,92.64,49387.67,Habitat Loss,2.22,1762,14,24
1915,Blackbuck,13318,Sikkim,Endangered,113.32,47328.83,Disease,12.65,3440,14,40
1915,Blackbuck,2002,Kerala,Endangered,81.06,43478.16,Habitat Loss,14.8,419,14,16
1915,Blackbuck,3288,Maharashtra,Endangered,109.07,4046.57,Human Conflict,4.73,685,14,43
1915,Blackbuck,13447,Madhya Pradesh,Critically Endangered,100.23,22805.26,Human Conflict,7.87,3663,14,50
1915,Indian Elephant,3950,Maharashtra,Endangered,86.69,34514.51,Habitat Loss,11.87,810,65,48
1915,Indian Elephant,3221,Tamil Nadu,Vulnerable,88.92,26937.6,Human Conflict,5.59,997,65,20
1915,Indian Elephant,2194,Kerala,Endangered,107.04,44166.64,Poaching,10.01,770,65,41
1915,Indian Elephant,1083,Uttarakhand,Vulnerable,92.73,47452.22,Habitat Loss,7.47,232,65,21
1915,Indian Gaur,3139,Sikkim,Critically Endangered,102.52,5557.37,Disease,10.72,1220,22,38
1915,Indian Gaur,9095,Uttarakhand,Critically Endangered,106.33,22253.84,Human Conflict,3.51,3310,22,31
1915,Indian Gaur,2150,West Bengal,Endangered,92.53,35539.71,Poaching,13.26,664,22,44
1915,Indian Gaur,2335,Gujarat,Critically Endangered,91.75,48070.05,Climate Change,14.62,641,22,31
1915,Indian Gaur,11988,Assam,Vulnerable,107.89,3026.66,Disease,11.24,3634,22,14
1915,Indian Gaur,3982,Assam,Vulnerable,94.82,9300.18,Climate Change,12.57,1467,22,22
1915,Indian Gaur,5946,Kerala,Critically Endangered,109.75,18602.74,Climate Change,3.2,2074,22,6
1915,Indian Gaur,11757,Maharashtra,Vulnerable,81.33,23816.2,Poaching,11.42,3662,22,49
1915,Indian Gaur,11618,Sikkim,Vulnerable,119.13,49723.11,Human Conflict,13.45,2794,22,8
1915,Indian Gaur,4010,Uttarakhand,Critically Endangered,93.05,27268.79,Poaching,6.73,1045,22,26
1915,Indian Gaur,7652,Assam,Critically Endangered,109.49,9972.75,Climate Change,4.4,2264,22,43
1915,Indian Gaur,5233,Kerala,Critically Endangered,100.57,3238.98,Human Conflict,5.84,1091,22,16
1915,Indian Gaur,3711,Kerala,Vulnerable,83.47,5056.21,Human Conflict,2.22,1429,22,3
1915,Indian Gaur,10811,Assam,Critically Endangered,80.32,19014.64,Climate Change,7.16,2165,22,47
1915,Indian Leopard,11762,Karnataka,Critically Endangered,118.79,32186.25,Climate Change,12.15,3205,15,49
1915,Indian Leopard,6556,Assam,Endangered,109.77,20407.91,Climate Change,2.66,1487,15,4
1915,Indian Leopard,2058,Sikkim,Critically Endangered,101.3,5902.27,Climate Change,7.21,552,15,39
1915,Indian Leopard,14005,Sikkim,Endangered,97.24,49005.67,Human Conflict,13.92,3271,15,16
1915,Indian Leopard,5898,Kerala,Vulnerable,91.19,9148,Disease,3.66,1299,15,1
1915,Indian Leopard,9335,Gujarat,Critically Endangered,118.96,2019.32,Poaching,9.91,3225,15,24
1915,Indian Leopard,12853,West Bengal,Vulnerable,91.83,9727.3,Climate Change,14.38,3775,15,2
1915,Indian Leopard,2388,Karnataka,Vulnerable,92.28,34533.8,Poaching,6.67,781,15,13
1915,Indian Leopard,10453,Sikkim,Endangered,84.62,10009.37,Climate Change,12.33,3249,15,41
1915,Indian Leopard,7851,Sikkim,Endangered,117.99,10150.67,Climate Change,14.97,2015,15,34
1915,Indian Leopard,4564,Assam,Endangered,82.46,33606.6,Human Conflict,8.97,1463,15,10
1915,Indian Leopard,2738,Kerala,Endangered,117.26,36145.9,Habitat Loss,6.75,903,15,10
1915,Indian Leopard,10534,Gujarat,Critically Endangered,108.08,2005.86,Climate Change,4.7,2957,15,47
1915,Indian Leopard,8170,West Bengal,Vulnerable,110.07,1050.49,Poaching,4.06,2788,15,8
1915,Indian Leopard,2647,West Bengal,Endangered,85.04,36818.85,Habitat Loss,10.57,1030,15,39
1915,Indian Leopard,1773,West Bengal,Critically Endangered,84.25,31473.26,Habitat Loss,3.75,359,15,44
1915,Indian Rhinoceros,518,Madhya Pradesh,Vulnerable,100.88,5348.19,Disease,10.87,173,40,4
1915,Indian Rhinoceros,1610,Kerala,Endangered,101.46,22941.78,Climate Change,2.2,360,40,26
1915,Indian Rhinoceros,5906,Maharashtra,Endangered,81.54,2370.68,Poaching,8.41,1760,40,7
1915,Indian Rhinoceros,2454,Assam,Endangered,95.9,49699.04,Climate Change,6.88,785,40,8
1915,Indian Rhinoceros,3322,Uttarakhand,Endangered,85.63,30737.45,Poaching,13.99,851,40,1
1915,Indian Rhinoceros,767,Gujarat,Endangered,98.81,35737.43,Human Conflict,6.44,282,40,15
1915,Indian Rhinoceros,7524,Kerala,Endangered,102.52,4737.14,Habitat Loss,10.06,1690,40,32
1915,Indian Rhinoceros,1907,Madhya Pradesh,Vulnerable,85.18,30741.29,Climate Change,8.28,569,40,4
1915,Indian Rhinoceros,1780,West Bengal,Vulnerable,87.66,19035.48,Human Conflict,7.4,532,40,35
1915,Indian Rhinoceros,1566,Maharashtra,Critically Endangered,94.28,22121.41,Human Conflict,5.67,434,40,9
1915,Indian Rhinoceros,1883,Kerala,Vulnerable,119.43,23504.66,Disease,11.13,404,40,28
1915,Indian Rhinoceros,7627,Kerala,Vulnerable,94.13,44235.89,Climate Change,2.87,2872,40,48
1915,One-horned Rhinoceros,3578,West Bengal,Endangered,100.86,6951.97,Disease,5.58,1241,40,46
1915,One-horned Rhinoceros,4622,Madhya Pradesh,Critically Endangered,103.81,7162.08,Disease,9.57,1520,40,26
1915,One-horned Rhinoceros,2672,Maharashtra,Critically Endangered,116.86,17958.87,Disease,3.71,695,40,46
1915,One-horned Rhinoceros,1421,Assam,Endangered,81.43,33375.15,Human Conflict,8.71,350,40,20
1915,One-horned Rhinoceros,1708,Maharashtra,Endangered,85.79,42705.44,Habitat Loss,8.57,451,40,13
1915,One-horned Rhinoceros,5620,Uttarakhand,Endangered,88.28,9325.82,Disease,3.56,1876,40,43
1915,One-horned Rhinoceros,6034,Madhya Pradesh,Critically Endangered,112.42,4212.19,Habitat Loss,11.33,2129,40,44
1915,One-horned Rhinoceros,1740,Gujarat,Endangered,94.59,31011.84,Poaching,14.4,691,40,43
1915,One-horned Rhinoceros,2259,Maharashtra,Critically Endangered,98.93,43581.43,Climate Change,9.17,830,40,23
1915,One-horned Rhinoceros,1585,Assam,Vulnerable,104.06,7465.15,Human Conflict,4.82,595,40,33
1915,One-horned Rhinoceros,4273,Uttarakhand,Vulnerable,116.51,21733.12,Climate Change,14.44,1066,40,43
1915,Red Panda,12986,Kerala,Endangered,111.74,8765.74,Climate Change,12.95,5033,10,8
1915,Red Panda,653,Assam,Endangered,103.05,22007.56,Human Conflict,4.84,229,10,44
1915,Red Panda,3578,Assam,Vulnerable,80.03,10128.14,Disease,9.62,1203,10,31
1915,Red Panda,3956,Karnataka,Vulnerable,119.34,20868.39,Climate Change,9.34,970,10,31
1915,Red Panda,6053,Maharashtra,Vulnerable,101.52,46989.87,Disease,10.23,1319,10,49
1915,Red Panda,7273,Tamil Nadu,Vulnerable,115.52,35169.63,Habitat Loss,2.86,1918,10,34
1915,Red Panda,8086,Kerala,Vulnerable,80.1,10433.35,Human Conflict,6.29,2682,10,37
1915,Red Panda,9651,Karnataka,Vulnerable,98.96,27535.72,Human Conflict,9.07,2011,10,11
1915,Snow Leopard,2022,Kerala,Endangered,117.8,36952.52,Poaching,4.07,482,18,5
1915,Snow Leopard,2044,Tamil Nadu,Vulnerable,89.81,46044.42,Human Conflict,13.43,745,18,0
1915,Snow Leopard,1689,Maharashtra,Vulnerable,99.63,20785.44,Habitat Loss,3.87,600,18,19
1915,Snow Leopard,285,Uttarakhand,Critically Endangered,100.02,16343,Human Conflict,8.5,64,18,46
1915,Snow Leopard,1242,Tamil Nadu,Critically Endangered,97.95,14876.81,Habitat Loss,2.56,339,18,32
1916,Asiatic Lion,606,West Bengal,Vulnerable,118.04,31969.56,Disease,4.88,204,21,40
1916,Asiatic Lion,287,Sikkim,Critically Endangered,84.03,33238.12,Climate Change,4.26,109,21,18
1916,Asiatic Lion,2102,Sikkim,Vulnerable,112.55,40302.38,Habitat Loss,2.33,518,21,41
1916,Asiatic Lion,2222,Sikkim,Vulnerable,99.57,49977.71,Poaching,8.74,780,21,16
1916,Asiatic Lion,2684,Uttarakhand,Critically Endangered,113.13,12243.57,Poaching,13.93,565,21,12
1916,Asiatic Lion,1492,Sikkim,Critically Endangered,114.5,15000.4,Poaching,12.56,495,21,14
1916,Asiatic Lion,776,West Bengal,Critically Endangered,114.48,12297.79,Human Conflict,5.91,202,21,11
1916,Asiatic Lion,1691,Madhya Pradesh,Endangered,82.01,32387.35,Poaching,12.91,625,21,35
1916,Asiatic Lion,1615,Karnataka,Endangered,105.76,45527.66,Climate Change,10.4,395,21,41
1916,Bengal Tiger,790,Maharashtra,Endangered,80.36,11344.82,Poaching,5.08,274,22,1
1916,Bengal Tiger,252,Karnataka,Endangered,92.11,39673.12,Disease,10.41,63,22,4
1916,Bengal Tiger,2044,Kerala,Critically Endangered,85.99,49767.03,Disease,11.98,793,22,39
1916,Bengal Tiger,2073,Assam,Endangered,111.1,42643.11,Poaching,9.1,485,22,27
1916,Bengal Tiger,2798,Assam,Vulnerable,111.93,1261.67,Human Conflict,6.55,799,22,16
1916,Blackbuck,14121,Uttarakhand,Endangered,81.52,46252.24,Human Conflict,3.42,2911,14,27
1916,Blackbuck,11698,West Bengal,Critically Endangered,86.54,33092.51,Climate Change,7.69,3188,14,44
1916,Blackbuck,9739,Kerala,Vulnerable,90.57,11971.86,Poaching,4.39,3877,14,14
1916,Blackbuck,11394,Maharashtra,Vulnerable,110.88,30494.68,Disease,7.47,3843,14,14
1916,Blackbuck,9499,Tamil Nadu,Endangered,82.64,30663.66,Human Conflict,3.98,3617,14,12
1916,Blackbuck,9562,Kerala,Vulnerable,112.59,4912.66,Habitat Loss,8.35,2862,14,7
1916,Blackbuck,4219,Maharashtra,Endangered,101.81,20395.61,Habitat Loss,9.3,990,14,28
1916,Blackbuck,8097,Sikkim,Vulnerable,87.77,45560.75,Climate Change,10.61,2197,14,19
1916,Blackbuck,13286,Karnataka,Vulnerable,115.26,21465.59,Habitat Loss,6.67,2660,14,0
1916,Blackbuck,11250,Tamil Nadu,Critically Endangered,91.87,29021.59,Disease,6.14,2412,14,48
1916,Blackbuck,12770,Gujarat,Critically Endangered,113.82,16433.69,Climate Change,13.28,3477,14,10
1916,Indian Elephant,5757,Gujarat,Vulnerable,82.85,1687.96,Climate Change,5.42,2061,65,50
1916,Indian Elephant,2572,Uttarakhand,Critically Endangered,93.85,3886.58,Habitat Loss,14.02,729,65,41
1916,Indian Elephant,3974,Assam,Vulnerable,98.23,22795.7,Disease,5.4,919,65,28
1916,Indian Elephant,4688,Maharashtra,Endangered,99.63,47461.5,Climate Change,6.43,982,65,45
1916,Indian Elephant,2666,Maharashtra,Vulnerable,88.7,2088.77,Habitat Loss,9.39,774,65,35
1916,Indian Elephant,4815,Madhya Pradesh,Vulnerable,98.49,36027.76,Climate Change,7.33,1918,65,20
1916,Indian Elephant,6632,Kerala,Vulnerable,109.46,14614.78,Disease,4.74,1759,65,48
1916,Indian Elephant,2019,Gujarat,Endangered,95.69,49324.43,Disease,3.13,534,65,24
1916,Indian Elephant,7201,Sikkim,Critically Endangered,117.33,14844.94,Habitat Loss,10.86,2714,65,12
1916,Indian Elephant,3678,Assam,Vulnerable,82.39,45986.94,Climate Change,14.69,792,65,46
1916,Indian Elephant,1678,Assam,Endangered,109.06,35285.48,Disease,6,515,65,47
1916,Indian Gaur,7645,West Bengal,Vulnerable,94.74,40902.18,Human Conflict,11.63,1628,22,48
1916,Indian Gaur,12336,West Bengal,Endangered,81.36,13489.01,Poaching,10.33,4666,22,4
1916,Indian Gaur,8136,Gujarat,Critically Endangered,117.48,43945.54,Poaching,12.38,2025,22,18
